filename,indices,cluster_num
2009002.0735,"(10, 7)",14
2009002.0735,"(10, 8)",6
2009002.0735,"(10, 9)",6
2009002.0735,"(11, 0)",6
2009002.0735,"(11, 1)",6
2009002.0735,"(11, 2)",19
2009002.0735,"(11, 3)",6
2009002.0735,"(11, 4)",6
2009002.0735,"(11, 5)",17
2009002.0735,"(11, 6)",6
2009002.0735,"(11, 7)",14
2009002.0735,"(11, 8)",6
2009002.0735,"(11, 9)",6
2009002.0735,"(12, 0)",1
2009002.0735,"(12, 1)",0
2009002.0735,"(12, 2)",0
2009002.0735,"(12, 3)",6
2009002.0735,"(12, 4)",0
2009002.0735,"(12, 5)",0
2009002.0735,"(12, 6)",10
2009002.0735,"(12, 7)",6
2009002.0735,"(12, 8)",19
2009002.0735,"(12, 9)",6
2009002.0735,"(13, 0)",6
2009002.0735,"(13, 1)",6
2009002.0735,"(13, 2)",6
2009002.0735,"(13, 3)",6
2009002.0735,"(13, 4)",0
2009002.0735,"(13, 5)",1
2009002.0735,"(13, 6)",0
2009002.0735,"(13, 7)",6
2009002.0735,"(13, 8)",14
2009002.0735,"(13, 9)",6
2009002.0735,"(14, 0)",4
2009002.0735,"(14, 1)",4
2009002.0735,"(14, 2)",4
2009002.0735,"(14, 3)",2
2009002.0735,"(14, 4)",6
2009002.0735,"(14, 5)",0
2009002.0735,"(14, 6)",0
2009002.0735,"(14, 7)",10
2009002.0735,"(14, 8)",6
2009002.0735,"(14, 9)",6
2009011.2340,"(0, 0)",14
2009011.2340,"(0, 1)",4
2009011.2340,"(0, 2)",2
2009011.2340,"(0, 3)",13
2009011.2340,"(0, 5)",5
2009011.2340,"(0, 6)",5
2009011.2340,"(0, 9)",5
2009011.2340,"(1, 0)",4
2009011.2340,"(1, 1)",2
2009011.2340,"(1, 2)",5
2009011.2340,"(1, 4)",5
2009011.2340,"(1, 5)",5
2009011.2340,"(1, 8)",13
2009011.2340,"(1, 9)",5
2009011.2340,"(2, 0)",4
2009011.2340,"(2, 1)",5
2009011.2340,"(2, 9)",5
2009011.2340,"(3, 0)",12
2009011.2340,"(4, 0)",5
2009011.2340,"(5, 9)",5
2009011.2340,"(6, 9)",5
2009011.2340,"(7, 0)",5
2009011.2340,"(7, 8)",5
2009011.2340,"(7, 9)",5
2009011.2340,"(8, 0)",5
2009011.2340,"(8, 3)",5
2009011.2340,"(8, 5)",5
2009011.2340,"(8, 6)",5
2009011.2340,"(8, 7)",5
2009011.2340,"(9, 0)",5
2009011.2340,"(9, 2)",5
2009011.2340,"(9, 3)",5
2009011.2340,"(9, 4)",5
2009011.2340,"(9, 5)",5
2009011.2340,"(9, 6)",5
2009011.2340,"(10, 0)",15
2009011.2340,"(10, 1)",5
2009011.2340,"(10, 2)",5
2009011.2340,"(10, 3)",5
2009011.2340,"(10, 4)",5
2009011.2340,"(10, 5)",5
2009011.2340,"(11, 0)",7
2009011.2340,"(11, 1)",5
2009011.2340,"(11, 2)",5
2009011.2340,"(12, 0)",15
2009011.2340,"(12, 1)",13
2009011.2340,"(12, 2)",5
2009011.2340,"(12, 3)",5
2009011.2340,"(12, 4)",5
2009011.2340,"(12, 5)",5
2009011.2340,"(12, 7)",5
2009011.2340,"(12, 9)",5
2009011.2340,"(13, 0)",17
2009011.2340,"(13, 1)",15
2009011.2340,"(13, 2)",12
2009011.2340,"(13, 3)",5
2009011.2340,"(13, 4)",5
2009011.2340,"(13, 5)",13
2009011.2340,"(13, 6)",5
2009011.2340,"(13, 8)",5
2009011.2340,"(13, 9)",5
2009011.2340,"(14, 0)",10
2009011.2340,"(14, 1)",10
2009011.2340,"(14, 2)",10
2009011.2340,"(14, 3)",1
2009011.2340,"(14, 4)",12
2009011.2340,"(14, 5)",12
2009011.2340,"(14, 6)",5
2009011.2340,"(14, 7)",5
2009011.2340,"(14, 8)",12
2009011.2340,"(14, 9)",5
2009044.1310,"(0, 0)",15
2009044.1310,"(0, 1)",1
2009044.1310,"(0, 2)",15
2009044.1310,"(0, 3)",16
2009044.1310,"(0, 4)",17
2009044.1310,"(0, 5)",1
2009044.1310,"(0, 6)",7
2009044.1310,"(0, 7)",11
2009044.1310,"(0, 8)",0
2009044.1310,"(0, 9)",1
2009044.1310,"(1, 0)",17
2009044.1310,"(1, 1)",16
2009044.1310,"(1, 2)",1
2009044.1310,"(1, 3)",6
2009044.1310,"(1, 4)",1
2009044.1310,"(1, 5)",15
2009044.1310,"(1, 6)",15
2009044.1310,"(1, 7)",15
2009044.1310,"(1, 8)",0
2009044.1310,"(1, 9)",4
2009044.1310,"(2, 0)",17
2009044.1310,"(2, 1)",10
2009044.1310,"(2, 2)",17
2009044.1310,"(2, 3)",10
2009044.1310,"(2, 4)",0
2009044.1310,"(2, 5)",6
2009044.1310,"(2, 6)",11
2009044.1310,"(2, 7)",0
2009044.1310,"(2, 8)",1
2009044.1310,"(2, 9)",2
2009044.1310,"(3, 0)",18
2009044.1310,"(3, 1)",17
2009044.1310,"(3, 2)",10
2009044.1310,"(3, 3)",10
2009044.1310,"(3, 4)",1
2009044.1310,"(3, 5)",1
2009044.1310,"(3, 6)",6
2009044.1310,"(3, 7)",14
2009044.1310,"(3, 8)",6
2009044.1310,"(3, 9)",6
2009044.1310,"(4, 0)",7
2009044.1310,"(4, 1)",18
2009044.1310,"(4, 2)",16
2009044.1310,"(4, 3)",16
2009044.1310,"(4, 4)",16
2009044.1310,"(4, 5)",16
2009044.1310,"(4, 6)",1
2009044.1310,"(4, 7)",6
2009044.1310,"(4, 8)",6
2009044.1310,"(4, 9)",14
2009044.1310,"(5, 0)",18
2009044.1310,"(5, 2)",7
2009044.1310,"(5, 3)",0
2009044.1310,"(5, 4)",7
2009044.1310,"(5, 6)",7
2009044.1310,"(5, 7)",1
2009044.1310,"(5, 8)",14
2009044.1310,"(5, 9)",6
2009044.1310,"(6, 1)",7
2009044.1310,"(6, 2)",1
2009044.1310,"(6, 3)",1
2009044.1310,"(6, 4)",18
2009044.1310,"(6, 6)",0
2009044.1310,"(6, 7)",6
2009044.1310,"(6, 8)",6
2009044.1310,"(6, 9)",6
2009044.1310,"(7, 1)",15
2009044.1310,"(7, 2)",17
2009044.1310,"(7, 3)",15
2009044.1310,"(7, 4)",18
2009044.1310,"(7, 5)",11
2009044.1310,"(7, 6)",11
2009044.1310,"(7, 7)",14
2009044.1310,"(7, 8)",0
2009044.1310,"(7, 9)",10
2009044.1310,"(8, 1)",0
2009044.1310,"(8, 2)",15
2009044.1310,"(8, 3)",1
2009044.1310,"(8, 4)",11
2009044.1310,"(8, 5)",7
2009044.1310,"(8, 6)",11
2009044.1310,"(8, 7)",0
2009044.1310,"(8, 8)",6
2009044.1310,"(8, 9)",6
2009044.1310,"(9, 0)",7
2009044.1310,"(9, 1)",7
2009044.1310,"(9, 2)",15
2009044.1310,"(9, 3)",0
2009044.1310,"(9, 4)",11
2009044.1310,"(9, 5)",11
2009044.1310,"(9, 6)",0
2009044.1310,"(9, 7)",6
2009044.1310,"(9, 8)",6
2009044.1310,"(9, 9)",6
2009044.1310,"(10, 0)",15
2009044.1310,"(10, 1)",15
2009044.1310,"(10, 2)",1
2009044.1310,"(10, 3)",0
2009044.1310,"(10, 4)",0
2009044.1310,"(10, 5)",0
2009044.1310,"(10, 6)",1
2009044.1310,"(10, 7)",1
2009044.1310,"(10, 8)",6
2009044.1310,"(10, 9)",6
2009044.1310,"(11, 0)",1
2009044.1310,"(11, 1)",1
2009044.1310,"(11, 2)",0
2009044.1310,"(11, 3)",0
2009044.1310,"(11, 4)",0
2009044.1310,"(11, 5)",15
2009044.1310,"(11, 6)",1
2009044.1310,"(11, 7)",1
2009044.1310,"(11, 8)",0
2009044.1310,"(11, 9)",15
2009044.1310,"(12, 0)",1
2009044.1310,"(12, 1)",15
2009044.1310,"(12, 2)",0
2009044.1310,"(12, 3)",6
2009044.1310,"(12, 4)",15
2009044.1310,"(12, 5)",1
2009044.1310,"(12, 6)",6
2009044.1310,"(12, 7)",2
2009044.1310,"(12, 8)",6
2009044.1310,"(12, 9)",6
2009044.1310,"(13, 0)",0
2009044.1310,"(13, 1)",16
2009044.1310,"(13, 2)",16
2009044.1310,"(13, 3)",1
2009044.1310,"(13, 4)",0
2009044.1310,"(13, 5)",0
2009044.1310,"(13, 6)",6
2009044.1310,"(13, 7)",6
2009044.1310,"(13, 8)",6
2009044.1310,"(13, 9)",2
2009044.1310,"(14, 0)",0
2009044.1310,"(14, 1)",1
2009044.1310,"(14, 2)",8
2009044.1310,"(14, 3)",0
2009044.1310,"(14, 4)",6
2009044.1310,"(14, 5)",0
2009044.1310,"(14, 6)",0
2009044.1310,"(14, 7)",6
2009044.1310,"(14, 8)",6
2009044.1310,"(14, 9)",19
2011060.1325,"(0, 0)",11
2011060.1325,"(0, 1)",7
2011060.1325,"(0, 2)",7
2011060.1325,"(0, 3)",11
2011060.1325,"(0, 4)",13
2011060.1325,"(0, 5)",13
2011060.1325,"(0, 7)",10
2011060.1325,"(0, 8)",1
2011060.1325,"(0, 9)",5
2011060.1325,"(1, 0)",5
2011060.1325,"(1, 1)",13
2011060.1325,"(1, 2)",7
2011060.1325,"(1, 3)",11
2011060.1325,"(1, 4)",13
2011060.1325,"(1, 7)",1
2011060.1325,"(1, 8)",11
2011060.1325,"(1, 9)",13
2011060.1325,"(2, 0)",5
2011060.1325,"(2, 1)",13
2011060.1325,"(2, 2)",13
2011060.1325,"(2, 3)",11
2011060.1325,"(2, 4)",13
2011060.1325,"(2, 7)",12
2011060.1325,"(2, 8)",15
2011060.1325,"(2, 9)",13
2011060.1325,"(3, 0)",5
2011060.1325,"(3, 1)",13
2011060.1325,"(3, 2)",13
2011060.1325,"(3, 3)",13
2011060.1325,"(3, 4)",13
2011060.1325,"(3, 5)",13
2011060.1325,"(3, 7)",5
2011060.1325,"(3, 8)",17
2011060.1325,"(3, 9)",13
2011060.1325,"(4, 0)",13
2011060.1325,"(4, 2)",5
2011060.1325,"(4, 3)",13
2011060.1325,"(4, 4)",13
2011060.1325,"(4, 7)",11
2011060.1325,"(4, 8)",7
2011060.1325,"(4, 9)",5
2011060.1325,"(5, 0)",13
2011060.1325,"(5, 2)",12
2011060.1325,"(5, 3)",5
2011060.1325,"(5, 7)",5
2011060.1325,"(5, 8)",13
2011060.1325,"(5, 9)",5
2011060.1325,"(6, 0)",13
2011060.1325,"(6, 2)",5
2011060.1325,"(6, 3)",13
2011060.1325,"(6, 6)",5
2011060.1325,"(6, 7)",5
2011060.1325,"(6, 8)",5
2011060.1325,"(6, 9)",5
2011060.1325,"(7, 0)",13
2011060.1325,"(7, 2)",5
2011060.1325,"(7, 3)",5
2011060.1325,"(7, 6)",5
2011060.1325,"(7, 7)",5
2011060.1325,"(7, 8)",5
2011060.1325,"(7, 9)",13
2011060.1325,"(8, 0)",13
2011060.1325,"(8, 3)",5
2011060.1325,"(8, 7)",5
2011060.1325,"(8, 8)",5
2011060.1325,"(8, 9)",13
2011060.1325,"(9, 0)",13
2011060.1325,"(9, 8)",5
2011060.1325,"(9, 9)",5
2011060.1325,"(10, 0)",13
2011060.1325,"(10, 1)",13
2011060.1325,"(10, 2)",5
2011060.1325,"(10, 6)",5
2011060.1325,"(10, 8)",13
2011060.1325,"(10, 9)",7
2011060.1325,"(11, 0)",5
2011060.1325,"(11, 1)",5
2011060.1325,"(11, 5)",5
2011060.1325,"(11, 6)",2
2011060.1325,"(11, 7)",13
2011060.1325,"(11, 8)",7
2011060.1325,"(11, 9)",5
2011060.1325,"(12, 0)",5
2011060.1325,"(12, 1)",5
2011060.1325,"(12, 2)",5
2011060.1325,"(12, 5)",12
2011060.1325,"(12, 6)",12
2011060.1325,"(12, 7)",7
2011060.1325,"(12, 8)",11
2011060.1325,"(12, 9)",11
2011060.1325,"(13, 0)",5
2011060.1325,"(13, 1)",5
2011060.1325,"(13, 4)",5
2011060.1325,"(13, 5)",2
2011060.1325,"(13, 6)",5
2011060.1325,"(13, 7)",13
2011060.1325,"(13, 8)",11
2011060.1325,"(13, 9)",11
2011060.1325,"(14, 0)",5
2011060.1325,"(14, 4)",12
2011060.1325,"(14, 5)",5
2011060.1325,"(14, 6)",7
2011060.1325,"(14, 7)",11
2011060.1325,"(14, 8)",13
2011060.1325,"(14, 9)",13
2014298.0605,"(0, 0)",9
2014298.0605,"(0, 1)",9
2014298.0605,"(0, 2)",9
2014298.0605,"(0, 3)",16
2014298.0605,"(0, 4)",15
2014298.0605,"(0, 5)",3
2014298.0605,"(0, 6)",3
2014298.0605,"(0, 7)",8
2014298.0605,"(0, 8)",8
2014298.0605,"(0, 9)",8
2014298.0605,"(1, 0)",9
2014298.0605,"(1, 1)",9
2014298.0605,"(1, 2)",9
2014298.0605,"(1, 3)",16
2014298.0605,"(1, 4)",15
2014298.0605,"(1, 5)",16
2014298.0605,"(1, 6)",8
2014298.0605,"(1, 7)",8
2014298.0605,"(1, 8)",8
2014298.0605,"(1, 9)",8
2014298.0605,"(2, 0)",16
2014298.0605,"(2, 1)",9
2014298.0605,"(2, 2)",9
2014298.0605,"(2, 3)",16
2014298.0605,"(2, 4)",16
2014298.0605,"(2, 5)",16
2014298.0605,"(2, 6)",8
2014298.0605,"(2, 7)",8
2014298.0605,"(2, 8)",8
2014298.0605,"(2, 9)",8
2014298.0605,"(3, 0)",16
2014298.0605,"(3, 1)",9
2014298.0605,"(3, 2)",9
2014298.0605,"(3, 3)",9
2014298.0605,"(3, 4)",16
2014298.0605,"(3, 5)",15
2014298.0605,"(3, 6)",16
2014298.0605,"(3, 7)",8
2014298.0605,"(3, 8)",8
2014298.0605,"(3, 9)",8
2014298.0605,"(4, 0)",16
2014298.0605,"(4, 1)",16
2014298.0605,"(4, 2)",16
2014298.0605,"(4, 3)",15
2014298.0605,"(4, 4)",15
2014298.0605,"(4, 5)",15
2014298.0605,"(4, 6)",16
2014298.0605,"(4, 7)",8
2014298.0605,"(4, 8)",8
2014298.0605,"(4, 9)",8
2014298.0605,"(5, 0)",16
2014298.0605,"(5, 1)",16
2014298.0605,"(5, 2)",16
2014298.0605,"(5, 3)",15
2014298.0605,"(5, 4)",15
2014298.0605,"(5, 5)",15
2014298.0605,"(5, 6)",16
2014298.0605,"(5, 7)",8
2014298.0605,"(5, 8)",8
2014298.0605,"(5, 9)",10
2014298.0605,"(6, 0)",16
2014298.0605,"(6, 1)",1
2014298.0605,"(6, 2)",15
2014298.0605,"(6, 3)",15
2014298.0605,"(6, 4)",15
2014298.0605,"(6, 5)",15
2014298.0605,"(6, 6)",16
2014298.0605,"(6, 7)",8
2014298.0605,"(6, 8)",17
2014298.0605,"(6, 9)",17
2014298.0605,"(7, 0)",15
2014298.0605,"(7, 1)",1
2014298.0605,"(7, 2)",15
2014298.0605,"(7, 3)",1
2014298.0605,"(7, 4)",7
2014298.0605,"(7, 6)",1
2014298.0605,"(7, 7)",8
2014298.0605,"(7, 8)",8
2014298.0605,"(7, 9)",17
2014298.0605,"(8, 0)",11
2014298.0605,"(8, 1)",1
2014298.0605,"(8, 2)",15
2014298.0605,"(8, 3)",15
2014298.0605,"(8, 6)",16
2014298.0605,"(8, 7)",8
2014298.0605,"(8, 8)",17
2014298.0605,"(8, 9)",10
2014298.0605,"(9, 0)",1
2014298.0605,"(9, 1)",11
2014298.0605,"(9, 2)",15
2014298.0605,"(9, 4)",15
2014298.0605,"(9, 5)",0
2014298.0605,"(9, 6)",17
2014298.0605,"(9, 7)",17
2014298.0605,"(9, 8)",1
2014298.0605,"(9, 9)",1
2014298.0605,"(10, 0)",1
2014298.0605,"(10, 1)",15
2014298.0605,"(10, 2)",7
2014298.0605,"(10, 3)",7
2014298.0605,"(10, 4)",0
2014298.0605,"(10, 5)",1
2014298.0605,"(10, 6)",17
2014298.0605,"(10, 7)",1
2014298.0605,"(10, 8)",11
2014298.0605,"(10, 9)",1
2014298.0605,"(11, 0)",8
2014298.0605,"(11, 1)",16
2014298.0605,"(11, 2)",7
2014298.0605,"(11, 3)",15
2014298.0605,"(11, 4)",15
2014298.0605,"(11, 5)",1
2014298.0605,"(11, 6)",1
2014298.0605,"(11, 7)",11
2014298.0605,"(11, 8)",11
2014298.0605,"(11, 9)",1
2014298.0605,"(12, 0)",17
2014298.0605,"(12, 1)",16
2014298.0605,"(12, 2)",15
2014298.0605,"(12, 3)",1
2014298.0605,"(12, 4)",1
2014298.0605,"(12, 5)",1
2014298.0605,"(12, 6)",11
2014298.0605,"(12, 8)",15
2014298.0605,"(12, 9)",1
2014298.0605,"(13, 0)",1
2014298.0605,"(13, 1)",15
2014298.0605,"(13, 2)",0
2014298.0605,"(13, 3)",0
2014298.0605,"(13, 4)",11
2014298.0605,"(13, 8)",11
2014298.0605,"(13, 9)",11
2014298.0605,"(14, 0)",1
2014298.0605,"(14, 1)",11
2014298.0605,"(14, 2)",6
2014298.0605,"(14, 3)",2
2014298.0605,"(14, 4)",12
2014298.0605,"(14, 6)",11
2014298.0605,"(14, 7)",1
2014298.0605,"(14, 8)",17
2014298.0605,"(14, 9)",11
2010084.0645,"(0, 1)",14
2010084.0645,"(0, 2)",10
2010084.0645,"(0, 3)",10
2010084.0645,"(0, 4)",10
2010084.0645,"(0, 5)",7
2010084.0645,"(0, 7)",5
2010084.0645,"(0, 8)",5
2010084.0645,"(0, 9)",13
2010084.0645,"(1, 1)",2
2010084.0645,"(1, 2)",10
2010084.0645,"(1, 3)",10
2010084.0645,"(1, 4)",10
2010084.0645,"(1, 5)",15
2010084.0645,"(1, 6)",13
2010084.0645,"(1, 8)",5
2010084.0645,"(1, 9)",5
2010084.0645,"(2, 1)",2
2010084.0645,"(2, 2)",17
2010084.0645,"(2, 3)",17
2010084.0645,"(2, 4)",8
2010084.0645,"(2, 5)",15
2010084.0645,"(2, 6)",7
2010084.0645,"(2, 7)",5
2010084.0645,"(2, 8)",5
2010084.0645,"(2, 9)",12
2010084.0645,"(3, 1)",2
2010084.0645,"(3, 2)",0
2010084.0645,"(3, 3)",11
2010084.0645,"(3, 4)",15
2010084.0645,"(3, 5)",7
2010084.0645,"(3, 6)",7
2010084.0645,"(3, 7)",13
2010084.0645,"(3, 9)",13
2010084.0645,"(4, 2)",13
2010084.0645,"(4, 4)",13
2010084.0645,"(4, 5)",13
2010084.0645,"(4, 7)",13
2010084.0645,"(4, 9)",13
2010084.0645,"(5, 6)",13
2010084.0645,"(5, 9)",13
2010084.0645,"(6, 6)",5
2010084.0645,"(6, 7)",13
2010084.0645,"(7, 6)",13
2010084.0645,"(7, 7)",11
2010084.0645,"(7, 8)",13
2010084.0645,"(7, 9)",13
2010084.0645,"(8, 0)",13
2010084.0645,"(8, 6)",13
2010084.0645,"(8, 7)",13
2010084.0645,"(8, 8)",13
2010084.0645,"(8, 9)",13
2010084.0645,"(9, 0)",7
2010084.0645,"(9, 1)",13
2010084.0645,"(9, 5)",13
2010084.0645,"(9, 6)",11
2010084.0645,"(9, 7)",11
2010084.0645,"(9, 8)",7
2010084.0645,"(9, 9)",7
2010084.0645,"(10, 0)",13
2010084.0645,"(10, 1)",13
2010084.0645,"(10, 2)",13
2010084.0645,"(10, 5)",13
2010084.0645,"(10, 6)",12
2010084.0645,"(10, 7)",0
2010084.0645,"(10, 8)",11
2010084.0645,"(10, 9)",11
2010084.0645,"(11, 0)",13
2010084.0645,"(11, 2)",5
2010084.0645,"(11, 3)",11
2010084.0645,"(11, 4)",1
2010084.0645,"(11, 5)",11
2010084.0645,"(11, 6)",2
2010084.0645,"(11, 7)",6
2010084.0645,"(11, 8)",0
2010084.0645,"(11, 9)",11
2010084.0645,"(12, 2)",5
2010084.0645,"(12, 3)",8
2010084.0645,"(12, 4)",10
2010084.0645,"(12, 5)",17
2010084.0645,"(12, 6)",10
2010084.0645,"(12, 7)",0
2010084.0645,"(12, 8)",0
2010084.0645,"(12, 9)",0
2010084.0645,"(13, 1)",5
2010084.0645,"(13, 2)",5
2010084.0645,"(13, 3)",11
2010084.0645,"(13, 4)",8
2010084.0645,"(13, 5)",1
2010084.0645,"(13, 6)",11
2010084.0645,"(13, 7)",1
2010084.0645,"(13, 8)",0
2010084.0645,"(13, 9)",6
2010084.0645,"(14, 0)",5
2010084.0645,"(14, 1)",5
2010084.0645,"(14, 2)",5
2010084.0645,"(14, 3)",0
2010084.0645,"(14, 4)",0
2010084.0645,"(14, 5)",0
2010084.0645,"(14, 6)",6
2010084.0645,"(14, 7)",6
2010084.0645,"(14, 8)",15
2010084.0645,"(14, 9)",7
2014306.0530,"(0, 0)",13
2014306.0530,"(0, 1)",0
2014306.0530,"(0, 2)",17
2014306.0530,"(0, 3)",1
2014306.0530,"(0, 4)",17
2014306.0530,"(0, 5)",10
2014306.0530,"(0, 6)",10
2014306.0530,"(0, 7)",10
2014306.0530,"(0, 8)",6
2014306.0530,"(0, 9)",10
2014306.0530,"(1, 0)",11
2014306.0530,"(1, 1)",0
2014306.0530,"(1, 2)",15
2014306.0530,"(1, 3)",11
2014306.0530,"(1, 4)",11
2014306.0530,"(1, 5)",11
2014306.0530,"(1, 6)",11
2014306.0530,"(1, 7)",11
2014306.0530,"(1, 8)",0
2014306.0530,"(1, 9)",6
2014306.0530,"(2, 0)",11
2014306.0530,"(2, 1)",11
2014306.0530,"(2, 2)",11
2014306.0530,"(2, 4)",11
2014306.0530,"(2, 5)",0
2014306.0530,"(2, 6)",11
2014306.0530,"(2, 7)",11
2014306.0530,"(2, 8)",11
2014306.0530,"(2, 9)",11
2014306.0530,"(3, 1)",13
2014306.0530,"(3, 2)",5
2014306.0530,"(3, 3)",13
2014306.0530,"(3, 4)",11
2014306.0530,"(3, 5)",11
2014306.0530,"(3, 6)",11
2014306.0530,"(3, 7)",6
2014306.0530,"(3, 8)",11
2014306.0530,"(3, 9)",15
2014306.0530,"(4, 4)",13
2014306.0530,"(4, 5)",11
2014306.0530,"(4, 6)",11
2014306.0530,"(4, 7)",0
2014306.0530,"(4, 8)",11
2014306.0530,"(4, 9)",11
2014306.0530,"(5, 4)",13
2014306.0530,"(5, 5)",11
2014306.0530,"(5, 6)",0
2014306.0530,"(5, 7)",0
2014306.0530,"(5, 8)",11
2014306.0530,"(5, 9)",7
2014306.0530,"(6, 7)",5
2014306.0530,"(6, 8)",13
2014306.0530,"(6, 9)",7
2014306.0530,"(7, 5)",13
2014306.0530,"(7, 8)",11
2014306.0530,"(7, 9)",7
2014306.0530,"(8, 0)",13
2014306.0530,"(8, 3)",13
2014306.0530,"(8, 9)",13
2014306.0530,"(9, 9)",7
2014306.0530,"(12, 5)",5
2014306.0530,"(12, 6)",12
2014306.0530,"(12, 7)",12
2014306.0530,"(13, 5)",5
2014306.0530,"(13, 6)",12
2014306.0530,"(13, 7)",12
2014306.0530,"(13, 8)",5
2014306.0530,"(13, 9)",12
2014306.0530,"(14, 0)",11
2014306.0530,"(14, 2)",13
2014306.0530,"(14, 6)",12
2014306.0530,"(14, 7)",5
2014306.0530,"(14, 8)",5
2014306.0530,"(14, 9)",12
2001226.1130,"(0, 0)",1
2001226.1130,"(0, 1)",1
2001226.1130,"(0, 2)",11
2001226.1130,"(0, 3)",0
2001226.1130,"(0, 4)",0
2001226.1130,"(0, 5)",6
2001226.1130,"(0, 6)",6
2001226.1130,"(0, 7)",6
2001226.1130,"(0, 8)",0
2001226.1130,"(0, 9)",0
2001226.1130,"(1, 0)",0
2001226.1130,"(1, 1)",0
2001226.1130,"(1, 2)",0
2001226.1130,"(1, 3)",11
2001226.1130,"(1, 4)",11
2001226.1130,"(1, 5)",0
2001226.1130,"(1, 6)",0
2001226.1130,"(1, 7)",6
2001226.1130,"(1, 8)",11
2001226.1130,"(1, 9)",15
2001226.1130,"(2, 0)",0
2001226.1130,"(2, 1)",6
2001226.1130,"(2, 2)",0
2001226.1130,"(2, 3)",7
2001226.1130,"(2, 4)",11
2001226.1130,"(2, 5)",6
2001226.1130,"(2, 6)",12
2001226.1130,"(2, 7)",0
2001226.1130,"(2, 8)",0
2001226.1130,"(2, 9)",15
2001226.1130,"(3, 0)",0
2001226.1130,"(3, 1)",19
2001226.1130,"(3, 2)",0
2001226.1130,"(3, 3)",7
2001226.1130,"(3, 4)",11
2001226.1130,"(3, 5)",0
2001226.1130,"(3, 6)",12
2001226.1130,"(3, 8)",6
2001226.1130,"(3, 9)",11
2001226.1130,"(4, 0)",6
2001226.1130,"(4, 1)",6
2001226.1130,"(4, 2)",15
2001226.1130,"(4, 3)",13
2001226.1130,"(4, 4)",0
2001226.1130,"(4, 5)",0
2001226.1130,"(4, 6)",0
2001226.1130,"(4, 7)",11
2001226.1130,"(4, 8)",6
2001226.1130,"(4, 9)",0
2001226.1130,"(5, 0)",6
2001226.1130,"(5, 1)",6
2001226.1130,"(5, 2)",6
2001226.1130,"(5, 3)",0
2001226.1130,"(5, 4)",0
2001226.1130,"(5, 5)",0
2001226.1130,"(5, 6)",0
2001226.1130,"(5, 7)",0
2001226.1130,"(5, 8)",19
2001226.1130,"(5, 9)",6
2001226.1130,"(6, 0)",6
2001226.1130,"(6, 1)",1
2001226.1130,"(6, 2)",11
2001226.1130,"(6, 3)",11
2001226.1130,"(6, 4)",6
2001226.1130,"(6, 5)",0
2001226.1130,"(6, 6)",6
2001226.1130,"(6, 7)",6
2001226.1130,"(6, 8)",6
2001226.1130,"(6, 9)",0
2001226.1130,"(7, 0)",0
2001226.1130,"(7, 1)",6
2001226.1130,"(7, 2)",6
2001226.1130,"(7, 3)",6
2001226.1130,"(7, 4)",12
2001226.1130,"(7, 5)",12
2001226.1130,"(7, 6)",6
2001226.1130,"(7, 7)",6
2001226.1130,"(7, 8)",6
2001226.1130,"(7, 9)",11
2001226.1130,"(8, 0)",0
2001226.1130,"(8, 1)",6
2001226.1130,"(8, 2)",6
2001226.1130,"(8, 3)",14
2001226.1130,"(8, 4)",14
2001226.1130,"(8, 5)",2
2001226.1130,"(8, 6)",2
2001226.1130,"(8, 7)",6
2001226.1130,"(8, 8)",12
2001226.1130,"(8, 9)",12
2001226.1130,"(9, 0)",0
2001226.1130,"(9, 1)",19
2001226.1130,"(9, 2)",14
2001226.1130,"(9, 3)",2
2001226.1130,"(9, 4)",6
2001226.1130,"(9, 5)",12
2001226.1130,"(9, 6)",6
2001226.1130,"(9, 7)",6
2001226.1130,"(9, 8)",11
2001226.1130,"(9, 9)",12
2001226.1130,"(10, 0)",6
2001226.1130,"(10, 1)",6
2001226.1130,"(10, 2)",12
2001226.1130,"(10, 3)",1
2001226.1130,"(10, 4)",0
2001226.1130,"(10, 5)",1
2001226.1130,"(10, 6)",1
2001226.1130,"(10, 7)",6
2001226.1130,"(10, 8)",0
2001226.1130,"(10, 9)",0
2001226.1130,"(11, 0)",6
2001226.1130,"(11, 1)",6
2001226.1130,"(11, 2)",12
2001226.1130,"(11, 3)",1
2001226.1130,"(11, 4)",1
2001226.1130,"(11, 5)",7
2001226.1130,"(11, 6)",11
2001226.1130,"(11, 7)",2
2001226.1130,"(11, 8)",6
2001226.1130,"(11, 9)",4
2001226.1130,"(12, 0)",6
2001226.1130,"(12, 1)",6
2001226.1130,"(12, 2)",0
2001226.1130,"(12, 3)",1
2001226.1130,"(12, 4)",0
2001226.1130,"(12, 5)",0
2001226.1130,"(12, 6)",0
2001226.1130,"(12, 7)",0
2001226.1130,"(12, 8)",14
2001226.1130,"(12, 9)",2
2001226.1130,"(13, 0)",6
2001226.1130,"(13, 1)",11
2001226.1130,"(13, 2)",11
2001226.1130,"(13, 3)",0
2001226.1130,"(13, 4)",0
2001226.1130,"(13, 5)",6
2001226.1130,"(13, 6)",0
2001226.1130,"(13, 7)",12
2001226.1130,"(13, 8)",11
2001226.1130,"(13, 9)",2
2001226.1130,"(14, 0)",0
2001226.1130,"(14, 1)",7
2001226.1130,"(14, 2)",7
